,Year,Month,Bangkok_anomaly,Bangkok,Bombay_anomaly,Bombay,Cairo_anomaly,Cairo,Cape_Town_anomaly,Cape_Town,Chicago_anomaly,Chicago,Istanbul_anomaly,Istanbul,London_anomaly,London,Los_Angeles_anomaly,Los_Angeles,Mexico_anomaly,Mexico,Montreal_anomaly,Montreal,Moscow_anomaly,Moscow,New_York_anomaly,New_York,Rome_anomaly,Rome,Santiago_anomaly,Santiago,Sao_Paulo_anomaly,Sao_Paulo,Seoul_anomaly,Seoul,Shanghai_anomaly,Shanghai,Somalia_anomaly,Somalia,Sydney_anomaly,Sydney,Tokyo_anomaly,Tokyo
268,1872,5,-0.377,29.063000000000002,-0.45299999999999996,28.647000000000002,-0.887,24.153,0.33899999999999997,14.769,-1.113,10.837,1.921,18.160999999999998,-1.0590000000000002,10.541,0.522,17.151999999999997,0.627,19.346999999999998,-0.265,11.645,3.659,15.619,0.462,15.432,0.084,14.674,-2.08,0.8399999999999999,-0.956,16.924,-1.077,14.943,0.35200000000000004,20.312,,,-1.365,15.025,-1.272,14.877999999999998
269,1872,6,0.203,28.762999999999998,-0.43200000000000005,27.918000000000003,-0.9179999999999999,26.812,-0.68,12.16,0.667,18.327,-0.603,19.666999999999998,0.433,15.173,0.9059999999999999,21.156,-0.01,18.29,0.677,17.887,0.818,16.978,0.42700000000000005,20.337,-1.01,17.759999999999998,-1.006,-1.446,-0.873,15.757,-0.6809999999999999,19.209,-1.2590000000000001,23.171,,,-0.081,14.959,-0.436,19.404
270,1872,7,-0.508,27.482,-0.456,26.724,-0.945,27.415,-0.11199999999999999,11.948,0.31,22.209999999999997,-0.581,22.009,1.732,18.242,-0.6890000000000001,23.261,0.474,17.844,0.308,20.018,-1.492,16.268,0.955,23.505,0.15,21.7,-1.276,-1.9460000000000002,-0.754,15.636000000000001,0.679,24.168999999999997,1.298,29.908,,,-0.102,13.898,0.018000000000000002,23.688000000000002
271,1872,8,-0.46299999999999997,27.387,-0.745,26.084999999999997,-0.6890000000000001,27.441,0.177,12.567,0.775,23.235,-0.6709999999999999,21.989,-0.26,16.02,0.11199999999999999,23.872,-0.22399999999999998,17.296,1.07,19.36,1.003,17.253,0.889,22.549,-0.6920000000000001,20.637999999999998,-0.166,0.574,-0.17600000000000002,17.514000000000003,-1.069,23.391000000000002,-0.12300000000000001,28.197,,,-1.7990000000000002,12.541,-0.7559999999999999,24.184
272,1872,9,-0.5660000000000001,27.104000000000003,-0.419,26.761,0.139,26.269,-0.752,13.107999999999999,-0.009000000000000001,18.921,0.9740000000000001,20.334,-0.027999999999999997,14.001999999999999,-1.175,20.505,0.55,17.48,0.7340000000000001,14.264,-0.723,10.046999999999999,-0.381,17.198999999999998,0.632,18.482000000000003,-0.915,1.7850000000000001,0.34,19.25,-0.361,19.529,-0.33899999999999997,23.451,,,-0.245,14.995000000000001,-0.552,20.118000000000002
273,1872,10,-0.847,26.232999999999997,-0.555,27.595,-0.5720000000000001,22.818,0.243,15.713000000000001,-2.097,11.173,1.51,16.740000000000002,-1.865,8.625,-1.176,16.194000000000003,-0.488,15.022,-1.445,5.965,1.383,5.753,-1.6380000000000001,9.652,1.1909999999999998,13.901,0.821,6.011,-0.335,19.615,0.154,13.634,-0.154,17.886,,,-0.317,15.963000000000001,-0.001,14.499
274,1872,11,-0.478,25.552,-0.965,26.715,0.075,19.125,-1.093,16.697,-4.859,2.2809999999999997,2.063,13.713000000000001,0.47600000000000003,6.886,-0.71,12.030000000000001,-2.1790000000000003,11.921,-2.081,-1.341,2.354,0.494,-3.048,2.492,-0.19399999999999998,8.036,-0.9690000000000001,7.730999999999999,-0.127,20.873,-0.46399999999999997,5.946,-0.7390000000000001,11.721,,,0.22,17.73,-0.841,8.389000000000001
275,1872,12,-0.768,23.951999999999998,-1.045,24.955,0.188,14.768,-0.426,18.704,-6.504,-4.984,1.5530000000000002,9.183,0.7240000000000001,5.064,0.285,9.815,-1.626,11.064,-5.5489999999999995,-13.799,0.9690000000000001,-5.681,-4.808,-5.648,2.0580000000000003,6.6080000000000005,-0.903,10.197,-0.364,21.625999999999998,0.263,-0.507,1.755,7.975,,,0.127,18.797,-1.025,3.1149999999999998
276,1873,1,-0.976,24.064,-0.695,23.675,0.11599999999999999,13.235999999999999,0.6609999999999999,20.761000000000003,-2.9210000000000003,-4.321,2.394,7.744,1.645,4.915,1.578,10.568,-1.831,10.539,-2.044,-13.544,4.034,-6.356000000000001,-2.1,-5.29,0.958,4.308,-0.39299999999999996,11.966999999999999,0.609,23.469,-2.353,-6.213,-1.416,1.9740000000000002,,,-1.306,18.084,-2.126,-0.5959999999999999
277,1873,2,-0.777,26.253,-0.371,24.039,0.22,14.99,-0.24,19.84,-2.349,-2.439,0.115,6.155,-2.088,1.5619999999999998,-1.696,8.734,1.482,15.152,-1.723,-11.983,-0.091,-9.370999999999999,-1.9769999999999999,-4.057,-0.7120000000000001,4.0280000000000005,-1.255,10.405000000000001,-0.23800000000000002,22.842,-1.4069999999999998,-3.0969999999999995,-0.6609999999999999,4.159000000000001,,,-0.818,18.971999999999998,-2.065,0.355
278,1873,3,-0.7909999999999999,28.059,-0.698,25.322,0.478,18.018,-0.406,18.804000000000002,-1.713,1.4969999999999999,1.218,8.618,-0.158,5.532,0.718,12.168,-0.43799999999999994,15.882,-1.9140000000000001,-5.454000000000001,-0.74,-4.8,-2.753,0.16699999999999982,1.768,8.838000000000001,-1.266,8.524,-0.915,21.545,-2.041,1.3890000000000002,-1.236,7.844,,,-1.155,18.575,-2.051,3.5789999999999997
279,1873,4,-1.1420000000000001,28.788,-0.441,27.179000000000002,0.8079999999999999,22.088,-0.29600000000000004,16.504,-2.511,5.059,1.139,12.639,-0.344,7.656,-0.20199999999999999,13.318,-1.4980000000000002,16.432,-1.788,2.612,-3.5610000000000004,1.2389999999999994,-2.353,6.877000000000001,-0.528,9.522,-0.7509999999999999,5.388999999999999,-0.371,19.649,-0.455,9.625,0.977,15.897,,,-0.8270000000000001,17.403,-2.125,9.205
280,1873,5,-0.245,29.195,-0.415,28.685000000000002,0.27699999999999997,25.317,0.7120000000000001,15.142,-1.493,10.456999999999999,0.526,16.766,-1.409,10.190999999999999,-0.122,16.508,0.203,18.923,-0.998,10.912,-1.6119999999999999,10.348,-1.213,13.757000000000001,-1.5190000000000001,13.071,-0.308,2.612,1.137,19.017,-1.2009999999999998,14.818999999999999,0.113,20.073,,,0.297,16.687,-1.3159999999999998,14.834
281,1873,6,-0.354,28.206,-0.34700000000000003,28.003,-1.334,26.396,0.185,13.025,1.7590000000000001,19.419,-1.232,19.038,0.38,15.120000000000001,0.28600000000000003,20.536,-0.625,17.675,-0.502,16.708000000000002,1.476,17.636,0.023,19.933,-1.084,17.686,-0.6990000000000001,-1.139,0.401,17.031,-0.7829999999999999,19.107,-1.021,23.409,,,1.258,16.298,-0.897,18.943
282,1873,7,-0.24600000000000002,27.744,-0.519,26.661,-0.996,27.364,0.601,12.661000000000001,-0.7809999999999999,21.119,0.285,22.875,1.061,17.571,-0.07400000000000001,23.875999999999998,-0.369,17.001,-0.496,19.214000000000002,-0.4,17.360000000000003,0.083,22.633,1.2819999999999998,22.832,-1.393,-2.063,-0.106,16.284,0.03,23.52,0.085,28.695,,,-1.093,12.907,-0.07,23.6
283,1873,8,-0.27399999999999997,27.576,-0.469,26.360999999999997,-0.265,27.865,-0.063,12.327,0.253,22.713,0.574,23.234,0.715,16.995,-0.318,23.442,-0.684,16.836,-1.103,17.186999999999998,-0.57,15.68,-1.135,20.525,1.3630000000000002,22.692999999999998,-0.917,-0.17700000000000005,0.153,17.843,-1.119,23.341,-1.0859999999999999,27.234,,,0.638,14.978,-0.27899999999999997,24.661
284,1873,9,-0.11699999999999999,27.553,-0.5710000000000001,26.608999999999998,-0.429,25.701,,,-1.786,17.144,-0.987,18.373,-1.591,12.439,-0.45899999999999996,21.221,-0.685,16.245,-1.386,12.144,-0.7509999999999999,10.019,-1.15,16.43,-0.52,17.330000000000002,-0.086,2.6140000000000003,-0.19399999999999998,18.716,-0.922,18.968,-0.32,23.47,,,0.31,15.55,-1.204,19.466
285,1873,10,-0.6459999999999999,26.433999999999997,-0.392,27.758,-0.457,22.933,,,-3.3510000000000004,9.918999999999999,0.8809999999999999,16.111,-1.8659999999999999,8.624,-1.484,15.886000000000001,-0.615,14.895,-0.7909999999999999,6.619,1.214,5.584,-1.157,10.133,1.3,14.010000000000002,-0.26,4.930000000000001,-0.45,19.5,-1.087,12.393,-1.0290000000000001,17.011,,,0.535,16.815,-1.112,13.388
286,1873,11,-0.324,25.706,-0.848,26.832,0.114,19.164,,,-4.4510000000000005,2.688999999999999,-0.8190000000000001,10.831,-0.155,6.255,0.882,13.622,-2.0,12.1,-6.608,-5.867999999999999,-1.092,-2.952,-5.212000000000001,0.3279999999999994,-0.722,7.508000000000001,0.151,8.850999999999999,-0.573,20.427,-1.113,5.297000000000001,-0.493,11.967,,,-2.109,15.401000000000002,-1.56,7.67
287,1873,12,-0.457,24.262999999999998,-0.377,25.623,-0.812,13.768,,,1.307,2.827,-1.669,5.961,-0.064,4.276,-1.052,8.478,0.601,13.291,-0.314,-8.564,1.811,-4.839,0.6809999999999999,-0.15900000000000003,-1.4269999999999998,3.123,-0.552,10.548,-0.174,21.816,-0.205,-0.975,0.893,7.1129999999999995,,,1.004,19.674000000000003,-0.8590000000000001,3.2809999999999997
288,1874,1,-0.836,24.204,-0.46399999999999997,23.906000000000002,-0.653,12.466999999999999,0.158,20.258000000000003,1.8530000000000002,0.4530000000000003,-1.663,3.6869999999999994,1.5330000000000001,4.803,-0.679,8.311,-0.307,12.062999999999999,1.609,-9.891,4.979,-5.4110000000000005,2.29,-0.8999999999999999,-1.484,1.866,-1.122,11.238,-0.43,22.43,-0.9570000000000001,-4.817,-2.252,1.1380000000000003,,,0.282,19.672,-0.153,1.377
289,1874,2,-0.541,26.489,-0.44799999999999995,23.962,-2.423,12.347,-0.589,19.491,0.6859999999999999,0.596,-2.935,3.105,-0.289,3.3609999999999998,-2.187,8.243,0.8490000000000001,14.519,-1.432,-11.692,1.018,-8.261999999999999,-0.5539999999999999,-2.634,-2.085,2.6550000000000002,-0.5539999999999999,11.106,-0.69,22.389999999999997,0.027999999999999997,-1.662,-0.583,4.237,,,-0.836,18.954,-0.431,1.9889999999999999
290,1874,3,-0.5539999999999999,28.296000000000003,-1.14,24.88,-3.855,13.684999999999999,-0.603,18.607,-0.8390000000000001,2.371,-3.824,3.5760000000000005,0.762,6.452,-1.712,9.738,0.36200000000000004,16.682,-1.953,-5.493,-0.31,-4.369999999999999,-1.207,1.7129999999999999,-2.266,4.804,-1.84,7.949999999999999,-0.33799999999999997,22.122,-1.146,2.2840000000000003,-1.5719999999999998,7.508,,,-0.322,19.408,-1.016,4.614
291,1874,4,-0.698,29.232,-0.006,27.614,-0.358,20.922,-1.324,15.476,-5.246,2.324,0.47700000000000004,11.977,1.6640000000000001,9.664,-0.6629999999999999,12.857,-2.035,15.895,-5.44,-1.04,-1.482,3.3179999999999996,-5.28,3.95,0.466,10.516,-0.92,5.22,0.129,20.149,0.33799999999999997,10.418,0.122,15.042,,,0.603,18.833000000000002,-0.789,10.541
292,1874,5,-0.606,28.834,-0.539,28.561,0.125,25.165,-1.369,13.061,0.764,12.713999999999999,-1.021,15.218999999999998,-1.641,9.959,0.715,17.345,-1.285,17.435,-1.339,10.571,-3.102,8.858,-0.946,14.024000000000001,-2.94,11.65,-2.241,0.6789999999999998,-0.872,17.008,-1.494,14.526,-0.331,19.629,,,-0.1,16.29,-0.887,15.262999999999998
293,1874,6,0.068,28.628,-0.5,27.85,-1.745,25.985,-1.159,11.681,1.163,18.823,-0.262,20.008,-0.268,14.472,0.7070000000000001,20.957,-1.003,17.297,-1.202,16.008000000000003,-1.8619999999999999,14.298,0.48,20.39,1.203,19.973,-1.423,-1.863,-0.716,15.914,0.5660000000000001,20.456,1.486,25.916,,,-1.185,13.854999999999999,0.39,20.23
294,1874,7,-0.348,27.642,-0.507,26.673,-0.727,27.633,-1.71,10.350000000000001,0.885,22.785,-0.24,22.35,1.646,18.156000000000002,0.237,24.186999999999998,-0.9059999999999999,16.464000000000002,-0.8220000000000001,18.888,-1.308,16.452,-0.55,22.0,1.35,22.900000000000002,-0.9520000000000001,-1.622,-1.2429999999999999,15.147,0.425,23.915,-0.66,27.95,,,-0.49200000000000005,13.508,0.574,24.244000000000003
295,1874,8,-0.769,27.081000000000003,-0.39299999999999996,26.436999999999998,-0.888,27.241999999999997,-0.203,12.187000000000001,-0.004,22.456,0.304,22.964,-0.517,15.763000000000002,-0.024,23.736,0.316,17.836,-1.4069999999999998,16.883,-0.22,16.03,-1.87,19.79,-1.4240000000000002,19.906,-0.741,-0.0010000000000000009,-1.147,16.543000000000003,-0.009000000000000001,24.451,-0.392,27.928,,,-1.207,13.133,0.092,25.032
296,1874,9,-0.389,27.281000000000002,-0.603,26.576999999999998,-0.537,25.593,0.376,14.235999999999999,1.022,19.951999999999998,0.495,19.855,0.226,14.256,-0.491,21.189,-0.757,16.173,1.068,14.597999999999999,0.42,11.19,0.31,17.889999999999997,0.741,18.591,-0.9570000000000001,1.743,-0.331,18.579,-0.008,19.882,-0.055999999999999994,23.733999999999998,,,-0.915,14.325,-0.32899999999999996,20.341
297,1874,10,-0.65,26.43,-0.185,27.965,-0.655,22.735,-0.623,14.847000000000001,-0.7659999999999999,12.504,0.456,15.686,0.111,10.601,-0.953,16.417,-0.768,14.741999999999999,-0.14300000000000002,7.267,1.7619999999999998,6.132,-1.01,10.28,0.515,13.225000000000001,-1.355,3.8350000000000004,-0.8190000000000001,19.131,-0.428,13.052,0.08,18.119999999999997,,,0.97,17.25,-0.6809999999999999,13.819
298,1874,11,-0.98,25.05,-0.2,27.48,0.639,19.689,-0.61,17.18,-1.442,5.6979999999999995,-0.252,11.398,-1.315,5.095000000000001,-0.418,12.322000000000001,0.063,14.163,-2.18,-1.4400000000000002,0.41,-1.4500000000000002,-1.933,3.607,-2.6260000000000003,5.604,-0.509,8.190999999999999,-1.7469999999999999,19.253,-1.89,4.5200000000000005,-2.323,10.137,,,-0.099,17.411,-1.9809999999999999,7.2490000000000006
299,1874,12,-0.912,23.808,-0.674,25.326,1.15,15.73,-0.009000000000000001,19.121,0.018000000000000002,1.538,3.2230000000000003,10.853,-4.454,-0.11399999999999988,-0.92,8.61,0.258,12.948,-2.372,-10.622,2.24,-4.41,-0.586,-1.426,-0.6759999999999999,3.8739999999999997,-0.431,10.669,-1.838,20.151999999999997,-0.034,-0.804,0.55,6.77,,,-0.254,18.416,-0.878,3.2619999999999996
300,1875,1,-1.469,23.570999999999998,-0.5429999999999999,23.827,-2.594,10.526,0.022000000000000002,20.122,-5.2,-6.6,-1.709,3.6409999999999996,2.1830000000000003,5.453,-0.615,8.375,-1.787,10.582999999999998,-5.013999999999999,-16.514,-2.26,-12.65,-3.6069999999999998,-6.797,-0.271,3.079,-0.174,12.186,-1.3,21.56,-0.6629999999999999,-4.523,-1.271,2.119,,,1.06,20.45,-0.925,0.605
301,1875,2,-1.28,25.75,-0.7190000000000001,23.691,-1.077,13.693,-0.42,19.659999999999997,-8.219,-8.309,-2.418,3.622,-2.106,1.544,-0.531,9.899,-0.613,13.057,-5.103,-15.363,-1.141,-10.421,-4.66,-6.74,-3.4019999999999997,1.3380000000000005,0.772,12.432,-0.9690000000000001,22.110999999999997,-0.12300000000000001,-1.813,-0.513,4.307,,,-0.754,19.035999999999998,-1.649,0.7709999999999999
302,1875,3,-0.722,28.128,1.143,27.163,-2.3169999999999997,15.222999999999999,-0.569,18.641000000000002,-3.429,-0.21899999999999986,-4.144,3.2560000000000002,-1.011,4.679,-1.173,10.277,-0.312,16.008,-4.106,-7.646,-4.791,-8.850999999999999,-3.799,-0.879,-2.8569999999999998,4.213000000000001,-0.86,8.93,-1.8769999999999998,20.583000000000002,1.374,4.804,1.054,10.134,,,-0.248,19.482,0.47200000000000003,6.102
303,1875,4,-1.14,28.79,0.18600000000000003,27.806,-2.897,18.383000000000003,-0.509,16.291,-3.0069999999999997,4.563000000000001,-2.129,9.371,-0.031,7.969,0.8220000000000001,14.341999999999999,-1.5090000000000001,16.421,-3.2910000000000004,1.109,-4.79,0.009999999999999787,-4.002,5.228000000000001,-1.245,8.805,-0.821,5.319,-1.02,19.0,-1.79,8.29,-1.281,13.639,,,0.113,18.343,-1.449,9.881
304,1875,5,-1.1540000000000001,28.286,0.22399999999999998,29.324,-2.2769999999999997,22.762999999999998,-0.39299999999999996,14.036999999999999,-0.6890000000000001,11.261,-0.867,15.372999999999998,0.92,12.52,1.797,18.427,-0.436,18.284,-1.31,10.6,-1.399,10.561,-0.65,14.32,1.646,16.236,-1.364,1.5559999999999998,-0.504,17.375999999999998,-0.552,15.468,0.7290000000000001,20.689,-0.478,27.541999999999998,-0.991,15.399000000000001,-0.948,15.201999999999998
305,1875,6,-0.439,28.121,-0.312,28.038,-0.036000000000000004,27.694,-1.291,11.549,-1.551,16.109,2.1590000000000003,22.429,0.36700000000000005,15.107000000000001,0.965,21.215,-0.273,18.027,-0.71,16.5,0.675,16.835,-0.385,19.525,1.218,19.988,-2.8510000000000004,-3.2910000000000004,-1.564,15.065999999999999,-0.226,19.664,-0.64,23.79,-0.327,26.622999999999998,0.24,15.28,-0.5589999999999999,19.281
306,1875,7,-0.18,27.81,-0.868,26.312,-0.426,27.934,-0.604,11.456000000000001,-1.135,20.764999999999997,0.33,22.919999999999998,-1.005,15.505000000000003,-0.03,23.919999999999998,-0.1,17.27,-1.204,18.506,0.474,18.234,-0.6809999999999999,21.869,-0.19699999999999998,21.353,-0.643,-1.3130000000000002,-1.598,14.792,0.47100000000000003,23.961,0.01,28.62,-0.405,25.744999999999997,-0.33299999999999996,13.667,0.276,23.946
307,1875,8,-0.546,27.304000000000002,-0.498,26.331999999999997,-1.1079999999999999,27.022,-0.927,11.463000000000001,-1.798,20.662,-0.985,21.675,1.0590000000000002,17.339000000000002,1.077,24.837000000000003,-0.366,17.154,0.316,18.605999999999998,-0.82,15.43,-0.7120000000000001,20.948,0.5670000000000001,21.897,-1.181,-0.44100000000000006,-1.8359999999999999,15.854000000000001,-0.349,24.111,-0.693,27.627,-0.34,25.73,0.608,14.948,-0.7290000000000001,24.211000000000002
308,1875,9,-0.693,26.977,-0.767,26.413,-2.6289999999999996,23.500999999999998,-1.892,11.968,-1.9809999999999999,16.948999999999998,-2.987,16.372999999999998,1.548,15.578,-0.746,20.934,-1.4180000000000001,15.512,-2.144,11.386,-2.8960000000000004,7.873999999999999,-1.851,15.729,-0.8029999999999999,17.047,-0.585,2.115,-1.183,17.727,-0.257,19.633,-0.9079999999999999,22.881999999999998,-0.521,26.169,-0.741,14.499,0.10099999999999999,20.771
309,1875,10,-0.946,26.133999999999997,-1.778,26.372,-1.3230000000000002,22.067,-0.743,14.727,-3.42,9.85,-0.09699999999999999,15.133000000000001,-1.392,9.098,1.38,18.75,-1.0170000000000001,14.493,-3.1630000000000003,4.247,-3.335,1.0350000000000001,-1.879,9.411,-0.711,11.999,-0.45299999999999996,4.737,-0.91,19.04,-0.435,13.045,-0.47100000000000003,17.569,-0.568,26.541999999999998,0.264,16.544,-0.44,14.06
310,1875,11,-1.25,24.78,-0.9590000000000001,26.721,-1.6269999999999998,17.423000000000002,-0.38299999999999995,17.407,-3.097,4.042999999999999,-0.981,10.669,-1.138,5.272,0.336,13.076,-0.079,14.020999999999999,-5.7170000000000005,-4.977,-2.688,-4.548,-3.9410000000000003,1.5989999999999998,-1.444,6.7860000000000005,-0.8009999999999999,7.898999999999999,-1.4169999999999998,19.583,-1.6680000000000001,4.742,-1.5,10.96,-1.3559999999999999,26.043999999999997,-0.19399999999999998,17.316000000000003,-1.588,7.642
311,1875,12,-1.8459999999999999,22.874,-0.409,25.591,-0.922,13.658,-0.158,18.971999999999998,2.965,4.484999999999999,-3.657,3.973,-1.28,3.0599999999999996,0.6559999999999999,10.186,0.147,12.837,-1.611,-9.861,-8.892000000000001,-15.542000000000002,-0.505,-1.345,-2.31,2.2399999999999998,-1.071,10.029,0.43799999999999994,22.427999999999997,-1.453,-2.223,-2.944,3.276,-1.072,25.918,-0.233,18.437,-0.568,3.5719999999999996
312,1876,1,-0.895,24.145,0.838,25.208000000000002,-1.399,11.721,-0.06,20.040000000000003,4.281000000000001,2.8810000000000007,-3.1,2.2499999999999996,-1.34,1.93,-1.262,7.728,1.314,13.684,1.6269999999999998,-9.873000000000001,-1.959,-12.349,3.237,0.04700000000000015,-1.278,2.072,-1.084,11.276,-0.561,22.299,-1.6059999999999999,-5.465999999999999,-2.23,1.1600000000000001,-0.868,25.802000000000003,0.7959999999999999,20.186,-1.54,-0.010000000000000009
313,1876,2,-1.587,25.443,0.228,24.638,-0.8420000000000001,13.927999999999999,-1.085,18.994999999999997,1.689,1.599,-0.478,5.562,1.057,4.707,-0.52,9.91,0.078,13.748,-1.003,-11.263,0.187,-9.093,0.675,-1.405,-0.044000000000000004,4.696000000000001,-0.23600000000000002,11.424,-1.1440000000000001,21.936,0.349,-1.341,0.25,5.07,-0.722,26.458,0.256,20.046,-0.381,2.0389999999999997
314,1876,3,-0.61,28.240000000000002,0.44799999999999995,26.468,0.193,17.733,-1.82,17.39,-2.279,0.931,2.3080000000000003,9.708,-0.7020000000000001,4.988,-0.741,10.709,-0.986,15.334,-1.923,-5.463,3.2760000000000002,-0.7839999999999994,-2.108,0.8119999999999998,0.6409999999999999,7.711,-0.21600000000000003,9.574,-0.001,22.459,0.35,3.7800000000000002,0.255,9.335,-0.907,27.673,1.093,20.823,0.58,6.21
315,1876,4,-0.602,29.328,0.6779999999999999,28.298000000000002,0.35200000000000004,21.632,0.063,16.863,-0.9690000000000001,6.601,0.271,11.771,0.358,8.358,0.55,14.07,-0.775,17.155,-2.14,2.2600000000000002,0.977,5.777,-1.875,7.355,0.9740000000000001,11.024000000000001,0.342,6.481999999999999,-0.773,19.247,0.5379999999999999,10.618,-0.685,14.235,-0.5920000000000001,28.158,-0.218,18.012,-0.8270000000000001,10.503
316,1876,5,-1.291,28.149,-0.184,28.916,0.161,25.201,-1.659,12.770999999999999,0.046,11.995999999999999,0.08,16.319999999999997,-1.9169999999999998,9.683,0.166,16.796,-0.836,17.884,-1.919,9.991,-4.928999999999999,7.0310000000000015,-0.58,14.39,-1.026,13.564,0.147,3.0669999999999997,-0.086,17.794,0.163,16.183,0.297,20.257,-0.622,27.398,0.384,16.774,-0.319,15.830999999999998
317,1876,6,-0.563,27.997,-0.27899999999999997,28.071,-0.665,27.065,-0.762,12.078,-0.011000000000000001,17.649,0.326,20.596,0.221,14.961,1.4769999999999999,21.727,-0.485,17.815,1.528,18.738,2.2569999999999997,18.417,1.7690000000000001,21.679000000000002,-0.28800000000000003,18.482,-0.892,-1.332,-0.958,15.671999999999999,-0.765,19.125,-1.262,23.168,-0.621,26.329,-0.134,14.905999999999999,-2.088,17.752
318,1876,7,-0.85,27.139999999999997,-0.787,26.393,-1.61,26.75,-0.27899999999999997,11.781,0.685,22.584999999999997,-0.16399999999999998,22.426,2.149,18.659000000000002,-0.19899999999999998,23.750999999999998,-0.158,17.212,0.45799999999999996,20.168,0.395,18.155,1.7990000000000002,24.349,-0.07200000000000001,21.478,0.8,0.13,-0.451,15.939,1.035,24.525,-1.077,27.533,-0.33299999999999996,25.817,-0.299,13.701,0.667,24.337000000000003
319,1876,8,-0.5710000000000001,27.279,-0.858,25.971999999999998,-1.419,26.711,-0.688,11.702,1.06,23.52,-0.48100000000000004,22.179,1.127,17.407,-0.114,23.646,-0.128,17.392,0.9009999999999999,19.191,-0.311,15.939,0.725,22.385,0.05,21.38,-1.037,-0.29699999999999993,-1.338,16.352,0.64,25.1,-0.5920000000000001,27.728,-0.46399999999999997,25.606,-0.16399999999999998,14.176,1.297,26.237000000000002
320,1876,9,-1.0170000000000001,26.653000000000002,-1.136,26.044,-0.203,25.927,-0.8029999999999999,13.056999999999999,-1.838,17.092,1.18,20.54,-0.74,13.29,-0.8909999999999999,20.789,-0.505,16.425,-1.5430000000000001,11.986999999999998,1.849,12.619,-1.81,15.769999999999998,-0.807,17.043000000000003,0.945,3.645,-0.871,18.039,-0.41100000000000003,19.479,-0.336,23.454,-0.677,26.013,0.575,15.815,0.8220000000000001,21.492
321,1876,10,-0.6859999999999999,26.394,-0.004,28.145999999999997,-0.703,22.687,-0.05,15.42,-3.082,10.187999999999999,-0.204,15.026,0.7390000000000001,11.229000000000001,-0.336,17.034000000000002,-0.6759999999999999,14.834,-3.031,4.379,-2.221,2.149,-3.235,8.055,1.276,13.986,0.14,5.33,-0.943,19.006999999999998,0.912,14.392000000000001,0.248,18.288,-0.5710000000000001,26.538999999999998,-0.038,16.242,-0.496,14.004
322,1876,11,-1.443,24.587,-0.055999999999999994,27.624,-0.8290000000000001,18.221,-0.508,17.282,-1.3030000000000002,5.837,-3.6839999999999997,7.966000000000001,-0.38299999999999995,6.027,0.022000000000000002,12.762,-1.5419999999999998,12.558,-0.465,0.27499999999999997,-3.352,-5.212,-0.43,5.11,-2.571,5.659000000000001,-0.564,8.136,-1.834,19.166,-2.0269999999999997,4.383000000000001,-1.8980000000000001,10.562000000000001,-0.9540000000000001,26.445999999999998,0.213,17.723000000000003,-1.84,7.390000000000001
323,1876,12,-2.072,22.648,0.29,26.29,0.502,15.082,-1.821,17.308999999999997,-6.1579999999999995,-4.638,1.245,8.875,1.3780000000000001,5.718,-0.06,9.469999999999999,-3.035,9.655,-4.75,-13.0,-9.812000000000001,-16.462000000000003,-5.471,-6.311,1.557,6.106999999999999,0.327,11.427,-1.899,20.090999999999998,-1.4480000000000002,-2.218,0.142,6.362,-1.403,25.587,0.484,19.154000000000003,-1.2590000000000001,2.8809999999999993
324,1877,1,-0.7290000000000001,24.311,0.222,24.592000000000002,-0.7240000000000001,12.395999999999999,-0.535,19.565,-1.7269999999999999,-3.127,0.46299999999999997,5.813,2.017,5.287,0.948,9.938,-1.216,11.154,-2.995,-14.495000000000001,-0.252,-10.642000000000001,-2.0180000000000002,-5.208,0.91,4.26,1.0490000000000002,13.408999999999999,-1.263,21.597,-0.297,-4.157,-0.6729999999999999,2.717,-0.44299999999999995,26.227,0.33299999999999996,19.723,0.121,1.651
325,1877,2,-1.242,25.788,-0.284,24.126,-0.523,14.247,-0.848,19.232,4.725,4.635,-0.8690000000000001,5.171,2.48,6.13,0.905,11.334999999999999,-1.04,12.629999999999999,4.835,-5.425,-1.9780000000000002,-11.258,2.329,0.2490000000000001,-0.37,4.37,0.6809999999999999,12.341,-0.536,22.543999999999997,-2.327,-4.0169999999999995,-2.217,2.603,-0.273,26.907,0.461,20.250999999999998,-0.7120000000000001,1.7079999999999997
326,1877,3,-1.127,27.723000000000003,-0.188,25.832,0.505,18.044999999999998,-0.17300000000000001,19.037000000000003,-4.191,-0.9809999999999999,1.167,8.567,-0.9259999999999999,4.764,2.3369999999999997,13.786999999999999,-1.636,14.684000000000001,-1.87,-5.41,-0.9640000000000001,-5.024,-1.357,1.563,-1.65,5.42,0.779,10.568999999999999,0.228,22.688000000000002,0.08,3.5100000000000002,-0.6829999999999999,8.397,-0.21600000000000003,28.363999999999997,-0.039,19.691,-0.539,5.091
327,1877,4,-0.53,29.4,-0.695,26.925,0.48100000000000004,21.761000000000003,-0.264,16.536,-0.705,6.865,0.27399999999999997,11.774,-0.742,7.258,0.121,13.641,-1.045,16.884999999999998,0.5539999999999999,4.954000000000001,-2.736,2.0639999999999996,-0.79,8.440000000000001,-0.038,10.012,0.156,6.295999999999999,0.696,20.716,0.552,10.632,0.7070000000000001,15.627,-0.32899999999999996,28.421,-0.598,17.632,0.136,11.466
