,Year,Month,Bangkok_anomaly,Bangkok,Bombay_anomaly,Bombay,Cairo_anomaly,Cairo,Cape_Town_anomaly,Cape_Town,Chicago_anomaly,Chicago,Istanbul_anomaly,Istanbul,London_anomaly,London,Los_Angeles_anomaly,Los_Angeles,Mexico_anomaly,Mexico,Montreal_anomaly,Montreal,Moscow_anomaly,Moscow,New_York_anomaly,New_York,Rome_anomaly,Rome,Santiago_anomaly,Santiago,Sao_Paulo_anomaly,Sao_Paulo,Seoul_anomaly,Seoul,Shanghai_anomaly,Shanghai,Somalia_anomaly,Somalia,Sydney_anomaly,Sydney,Tokyo_anomaly,Tokyo
21,1851,10,-0.568,26.511999999999997,-0.6679999999999999,27.482,-0.561,22.829,,,-1.801,11.469,0.889,16.119,0.12300000000000001,10.613,,,-0.418,15.092,0.057999999999999996,7.468,0.502,4.872,-0.188,11.101999999999999,0.773,13.483,,,-0.541,19.409,-2.531,10.949,,,,,,,,
22,1851,11,-1.27,24.76,-0.877,26.803,-0.337,18.713,,,-2.823,4.317,2.8339999999999996,14.484,-3.574,2.8360000000000003,,,-1.817,12.283,-3.947,-3.207,4.737,2.877,-2.945,2.595,-2.931,5.299,,,-0.815,20.185,-2.064,4.346,,,,,,,,
23,1851,12,-0.23800000000000002,24.482,-1.2209999999999999,24.779,-1.588,12.992,,,-2.688,-1.1680000000000001,-2.2569999999999997,5.373,-0.32799999999999996,4.012,,,-0.649,12.041,-2.947,-11.197,2.638,-4.0120000000000005,-3.7489999999999997,-4.5889999999999995,-3.444,1.1059999999999999,,,-0.852,21.137999999999998,-2.707,-3.477,,,,,,,,
24,1852,1,-0.445,24.595,-0.25,24.12,-0.29100000000000004,12.828999999999999,,,-0.326,-1.726,0.52,5.869999999999999,1.396,4.666,,,-2.342,10.027999999999999,-2.191,-13.690999999999999,0.725,-9.665000000000001,-2.7310000000000003,-5.921,0.235,3.585,,,-0.55,22.31,-1.556,-5.416,-0.457,2.9330000000000003,,,-0.278,19.112000000000002,,
25,1852,2,-0.644,26.386000000000003,-0.555,23.855,-0.792,13.978,,,1.683,1.593,-0.777,5.263,0.69,4.34,,,1.4580000000000002,15.128,0.185,-10.075,-0.35600000000000004,-9.636,0.27399999999999997,-1.806,-0.247,4.493,,,-0.614,22.465999999999998,-3.426,-5.116,-1.824,2.9960000000000004,,,-0.115,19.675,,
26,1852,3,-1.4769999999999999,27.373,-1.3430000000000002,24.677,-1.433,16.107,,,-0.7090000000000001,2.501,-2.046,5.354000000000001,-0.992,4.698,,,-0.615,15.705,-2.059,-5.599,-0.1,-4.159999999999999,-1.3419999999999999,1.578,-2.396,4.674,,,-0.27,22.19,-3.042,0.38800000000000034,-1.8359999999999999,7.244,,,-1.17,18.560000000000002,,
27,1852,4,-1.4369999999999998,28.493,-0.912,26.708000000000002,-1.391,19.889000000000003,,,-3.1639999999999997,4.406000000000001,-3.2439999999999998,8.256,-0.865,7.135,,,-0.451,17.479,-2.553,1.8470000000000004,-5.452000000000001,-0.652000000000001,-3.603,5.627000000000001,-1.4769999999999999,8.573,,,-0.465,19.555,-2.537,7.543,-1.766,13.154,,,-1.061,17.169,,
28,1852,5,-0.7240000000000001,28.716,-0.836,28.264000000000003,-0.32799999999999996,24.712,,,0.057999999999999996,12.008,-0.862,15.377999999999998,-0.504,11.096,,,0.028999999999999998,18.749,-0.6609999999999999,11.249,-1.423,10.537,-0.24600000000000002,14.724,-0.21899999999999997,14.371,,,0.071,17.951,-1.879,14.141,-0.185,19.775000000000002,,,-0.599,15.791,,
29,1852,6,-0.48200000000000004,28.078,-0.38299999999999995,27.967000000000002,-0.778,26.952,,,-0.382,17.278,0.105,20.375,-0.946,13.794,,,-0.767,17.533,-1.341,15.869000000000002,1.459,17.619,-0.574,19.336,-0.053,18.717,,,-0.001,16.628999999999998,0.374,20.264,1.014,25.444,,,-0.79,14.25,,
30,1852,7,-0.32,27.669999999999998,-0.272,26.908,0.079,28.439,,,0.45899999999999996,22.358999999999998,-0.685,21.905,3.1180000000000003,19.628,,,-0.3,17.07,-0.449,19.261,-2.5580000000000003,15.202000000000002,-0.221,22.329,0.349,21.899,,,0.195,16.585,0.763,24.253,0.773,29.383,,,-0.098,13.902,,
31,1852,8,-0.765,27.085,-0.8390000000000001,25.991,-0.755,27.375,,,-0.076,22.384,-0.909,21.751,0.523,16.803,,,-0.201,17.319,-1.085,17.205,0.013999999999999999,16.264,-1.8159999999999998,19.844,-0.337,20.993,,,-1.102,16.588,-1.469,22.991,-0.9620000000000001,27.358,,,-0.741,13.599,,
32,1852,9,-0.75,26.92,-0.628,26.552,-0.536,25.593999999999998,,,-1.722,17.208,-0.69,18.669999999999998,-0.602,13.427999999999999,,,-0.738,16.192,-1.0490000000000002,12.481,-0.14,10.629999999999999,-1.811,15.768999999999998,-0.295,17.555,,,-0.991,17.919,-1.166,18.724,-1.5130000000000001,22.276999999999997,,,-0.562,14.678,,
33,1852,10,-1.032,26.048,-1.068,27.081999999999997,0.064,23.454,,,0.731,14.001,0.725,15.955,-2.2840000000000003,8.206,,,-0.856,14.654,-1.402,6.008,-2.7910000000000004,1.5789999999999997,-0.12,11.17,0.008,12.718,,,-1.1079999999999999,18.842,-0.127,13.353,0.075,18.115,,,-0.632,15.648000000000001,,
34,1852,11,-1.499,24.531000000000002,-1.162,26.518,-0.703,18.347,,,-3.0580000000000003,4.081999999999999,0.583,12.233,1.899,8.309000000000001,,,-0.634,13.466,-2.251,-1.511,-3.555,-5.415,-2.3930000000000002,3.147,2.248,10.478000000000002,,,-0.045,20.955,-2.2,4.21,-0.847,11.613000000000001,,,-0.995,16.515,,
35,1852,12,-0.534,24.186,-0.366,25.634,0.23800000000000002,14.818,,,0.233,1.7530000000000001,0.897,8.527,3.077,7.417,,,0.688,13.378,2.355,-5.895,1.001,-5.649000000000001,2.83,1.9900000000000002,1.474,6.024,,,1.183,23.173,-0.341,-1.111,-1.252,4.968,,,-0.8640000000000001,17.806,,
36,1853,1,-1.2209999999999999,23.819,-0.485,23.885,-0.027999999999999997,13.091999999999999,,,3.424,2.024,2.129,7.478999999999999,1.7269999999999999,4.997,,,-1.5390000000000001,10.831,0.28600000000000003,-11.214,2.551,-7.839,0.526,-2.6639999999999997,1.217,4.567,,,-0.267,22.593,-1.4469999999999998,-5.3069999999999995,-1.22,2.17,,,-1.085,18.305,,
37,1853,2,-1.162,25.868000000000002,-1.242,23.168,0.053,14.823,,,-0.33799999999999997,-0.42799999999999994,2.186,8.225999999999999,-3.2739999999999996,0.37600000000000033,,,-1.7530000000000001,11.917,-0.47200000000000003,-10.732,2.372,-6.9079999999999995,1.28,-0.8,-0.9109999999999999,3.829,,,-0.892,22.188,-2.719,-4.409,-1.6340000000000001,3.186,,,-1.599,18.191,,
38,1853,3,-0.322,28.528000000000002,-0.877,25.143,-0.203,17.337,,,-0.17600000000000002,3.034,1.864,9.264000000000001,-2.9160000000000004,2.774,,,-2.135,14.185,-0.695,-4.235,-1.6909999999999998,-5.7509999999999994,0.38799999999999996,3.308,-2.101,4.969,,,-1.59,20.87,-1.381,2.0490000000000004,0.43200000000000005,9.512,,,-1.8030000000000002,17.927,,
39,1853,4,-0.75,29.18,-0.852,26.768,-0.799,20.481,,,-0.276,7.2940000000000005,-1.288,10.212,-0.721,7.279,,,-0.988,16.942,-1.781,2.6190000000000007,-2.4219999999999997,2.378,-0.8809999999999999,8.349,-1.6369999999999998,8.413,,,0.374,20.394,-2.215,7.865,-1.002,13.918,,,-1.204,17.026,,
40,1853,5,-0.303,29.137,-0.512,28.588,-0.441,24.599,,,-1.032,10.918,0.156,16.395999999999997,-0.551,11.049,,,-0.47600000000000003,18.244,-0.701,11.209,-0.679,11.281,-0.11900000000000001,14.851,-0.354,14.236,,,-0.503,17.377,-1.6219999999999999,14.398,-0.5489999999999999,19.411,,,-0.828,15.562000000000001,,
41,1853,6,-0.183,28.377,0.278,28.628,-0.17300000000000001,27.557000000000002,,,1.052,18.712,0.27699999999999997,20.547,0.179,14.919,,,-1.246,17.054000000000002,0.225,17.435000000000002,-1.163,14.997,0.83,20.74,-1.129,17.641,,,-0.369,16.261,0.031,19.921,0.38,24.81,,,-1.212,13.828,,
42,1853,7,-0.057,27.933,0.28,27.46,0.767,29.127,,,-1.396,20.503999999999998,1.126,23.716,-0.355,16.155,,,0.34600000000000003,17.716,-1.555,18.155,0.35700000000000004,18.117,-1.2,21.35,1.385,22.935000000000002,,,0.478,16.868000000000002,1.391,24.881,0.884,29.494,,,-0.063,13.937,,
43,1853,8,-0.171,27.679000000000002,-0.285,26.544999999999998,0.018000000000000002,28.148,,,0.212,22.672,0.44299999999999995,23.103,-0.737,15.543000000000001,,,-0.961,16.559,-0.755,17.535,-0.311,15.939,-0.349,21.311,0.488,21.817999999999998,,,0.068,17.758000000000003,-1.068,23.392,-1.546,26.774,,,-0.127,14.213,,
44,1853,9,-0.512,27.158,-0.22899999999999998,26.951,-0.022000000000000002,26.108,,,0.017,18.947,-0.24600000000000002,19.114,-1.083,12.947,,,-1.045,15.885,-0.713,12.817,-2.4459999999999997,8.324,-0.41,17.169999999999998,-0.606,17.244,,,0.048,18.958,0.248,20.138,0.239,24.029,,,-1.105,14.135,,
45,1853,10,-0.912,26.168,-0.8140000000000001,27.336,-0.244,23.146,,,-3.1519999999999997,10.118,1.6540000000000001,16.884,-0.382,10.108,,,-1.172,14.338,-2.399,5.011,1.7280000000000002,6.098000000000001,-2.41,8.879999999999999,0.33399999999999996,13.044,,,-0.607,19.343,-1.633,11.847000000000001,-0.396,17.644,,,-1.0859999999999999,15.194,,
46,1853,11,-0.95,25.080000000000002,-1.061,26.619,-0.457,18.593,,,0.171,7.311,-1.485,10.165000000000001,-1.374,5.036,,,-0.39399999999999996,13.706,-1.285,-0.5449999999999999,-0.392,-2.2520000000000002,-0.168,5.372,-0.21899999999999997,8.011000000000001,,,0.35600000000000004,21.356,-0.789,5.621,0.318,12.778,,,-0.997,16.513,,
47,1853,12,-0.34600000000000003,24.374,-0.7070000000000001,25.293,0.736,15.316,,,-0.166,1.354,-0.6629999999999999,6.967,-4.238,0.10199999999999942,,,-0.6779999999999999,12.012,-1.0070000000000001,-9.257,-1.325,-7.9750000000000005,-0.9259999999999999,-1.766,-1.689,2.8609999999999998,,,-0.6409999999999999,21.349,-1.31,-2.08,-0.446,5.774,,,-0.28300000000000003,18.387,,
48,1854,1,-0.26899999999999996,24.771,-0.92,23.45,-0.005,13.114999999999998,,,-1.119,-2.519,0.535,5.885,-0.14800000000000002,3.122,,,-1.244,11.126,-1.369,-12.869,-4.033,-14.423000000000002,0.12300000000000001,-3.0669999999999997,0.598,3.948,,,-1.341,21.519,-0.16399999999999998,-4.024,1.317,4.707,,,-0.253,19.137,,
49,1854,2,-1.304,25.726000000000003,-1.047,23.363,-2.31,12.459999999999999,,,1.242,1.152,-2.613,3.427,0.12,3.77,,,-1.3319999999999999,12.338000000000001,-2.9330000000000003,-13.193,0.429,-8.850999999999999,-0.568,-2.648,-2.565,2.1750000000000003,,,-0.47700000000000004,22.602999999999998,-3.0660000000000003,-4.756,-1.739,3.0810000000000004,,,-0.5,19.29,,
50,1854,3,-0.244,28.606,-0.604,25.416,-1.984,15.556,,,1.334,4.5440000000000005,-3.23,4.17,0.858,6.548,,,0.14300000000000002,16.463,-1.98,-5.52,-1.5290000000000001,-5.5889999999999995,-0.521,2.399,-1.511,5.559,,,-1.179,21.281000000000002,-0.161,3.269,-0.3,8.78,,,-1.273,18.457,,
51,1854,4,-1.3319999999999999,28.598,-0.331,27.289,-1.804,19.476000000000003,,,-0.226,7.344,-2.865,8.635,0.8240000000000001,8.824,,,-1.44,16.49,-2.702,1.6980000000000004,-3.46,1.3399999999999999,-1.976,7.2540000000000004,-0.7,9.350000000000001,,,0.371,20.391,-0.495,9.585,-0.9520000000000001,13.968,,,-0.703,17.527,,
52,1854,5,-0.629,28.811,-0.397,28.703000000000003,-0.759,24.281,,,0.033,11.982999999999999,0.314,16.554,-0.968,10.632,,,-0.584,18.136,-0.113,11.797,3.075,15.035,0.679,15.649000000000001,-0.55,14.04,,,-0.11900000000000001,17.761,-0.15,15.87,0.38,20.34,,,-0.628,15.762,,
53,1854,6,-0.35200000000000004,28.208,-0.037000000000000005,28.313000000000002,-0.7440000000000001,26.986,,,0.593,18.253,-0.61,19.66,-1.1340000000000001,13.606,,,-0.955,17.345000000000002,-0.636,16.574,0.461,16.621,-0.037000000000000005,19.873,-0.6609999999999999,18.108999999999998,,,-0.109,16.520999999999997,0.11599999999999999,20.006,-0.011000000000000001,24.419,,,-1.065,13.975,,
54,1854,7,0.256,28.246,0.19899999999999998,27.379,-0.193,28.166999999999998,,,1.932,23.831999999999997,0.439,23.029,-0.11699999999999999,16.393,,,-1.284,16.086000000000002,1.224,20.934,1.188,18.948,1.073,23.623,0.034,21.584,,,0.48200000000000004,16.872,0.67,24.16,0.364,28.974,,,-0.01,13.99,,
55,1854,8,-0.366,27.484,-0.24,26.59,-0.638,27.491999999999997,,,1.423,23.883000000000003,-0.715,21.945,-0.102,16.178,,,-1.364,16.156,-0.414,17.875999999999998,1.158,17.408,-0.02,21.64,-0.529,20.801,,,-0.278,17.412000000000003,-0.47200000000000003,23.988,0.161,28.481,,,-0.027999999999999997,14.312,,
56,1854,9,-0.852,26.818,-0.5760000000000001,26.604,-1.226,24.904,,,1.903,20.833,-1.9169999999999998,17.442999999999998,0.41100000000000003,14.440999999999999,,,-1.1320000000000001,15.798,-1.092,12.437999999999999,-1.673,9.097,0.125,17.705,-1.62,16.23,,,-0.163,18.747,0.063,19.953,-0.56,23.23,,,-1.187,14.053,,
57,1854,10,-0.696,26.383999999999997,-0.311,27.839,-0.027999999999999997,23.362000000000002,,,1.2930000000000001,14.562999999999999,0.6809999999999999,15.911,-1.165,9.325,,,-0.034,15.475999999999999,-0.45399999999999996,6.956,1.807,6.177,0.166,11.456,0.142,12.852,,,0.7040000000000001,20.654,-0.035,13.445,-0.067,17.973,,,-0.057,16.223000000000003,,
58,1854,11,-0.8290000000000001,25.201,-0.308,27.372,-0.47,18.580000000000002,,,-0.858,6.282,-0.336,11.314,-2.025,4.385,,,-1.121,12.979,-1.1340000000000001,-0.39400000000000013,1.07,-0.79,-0.907,4.633,-1.98,6.25,,,-0.18899999999999997,20.811,-0.588,5.822,-0.7659999999999999,11.694,,,-0.872,16.638,,
59,1854,12,-0.341,24.378999999999998,-0.321,25.679,-0.122,14.458,,,-0.139,1.381,0.8109999999999999,8.440999999999999,0.027999999999999997,4.367999999999999,,,-2.253,10.437,-2.708,-10.958,4.031000000000001,-2.6189999999999998,-2.9410000000000003,-3.781,-0.5489999999999999,4.0009999999999994,,,-0.205,21.785,-0.17300000000000001,-0.9430000000000001,-0.017,6.202999999999999,,,-0.316,18.354000000000003,,
60,1855,1,0.07400000000000001,25.114,0.081,24.451,-0.552,12.568,,,1.999,0.5990000000000002,-1.791,3.5589999999999997,-2.263,1.0070000000000001,,,0.161,12.530999999999999,2.6060000000000003,-8.894,0.308,-10.082,1.443,-1.7469999999999999,-2.5340000000000003,0.8159999999999998,,,0.301,23.160999999999998,0.063,-3.7969999999999997,-2.6010000000000004,0.7889999999999997,,,0.493,19.883,,
61,1855,2,-0.643,26.387,-0.266,24.144,0.33299999999999996,15.103,,,-4.1739999999999995,-4.263999999999999,-0.23399999999999999,5.806,-5.75,-2.1,,,-1.635,12.035,-2.9810000000000003,-13.241,-3.8139999999999996,-13.094,-3.432,-5.5120000000000005,-0.276,4.464,,,-0.08900000000000001,22.991,-0.584,-2.274,-0.303,4.517,,,0.064,19.854,,
62,1855,3,-0.568,28.282,-0.657,25.363,0.017,17.557,,,-1.9769999999999999,1.233,1.7,9.1,-2.625,3.0650000000000004,,,-2.333,13.987,-1.797,-5.337,-1.159,-5.218999999999999,-1.605,1.315,-0.489,6.581,,,0.10400000000000001,22.564,0.285,3.7150000000000003,0.11,9.19,,,-0.74,18.990000000000002,,
63,1855,4,-0.316,29.614,0.152,27.772000000000002,-0.795,20.485,,,1.8880000000000001,9.458,-1.3519999999999999,10.148,-0.91,7.09,,,-0.716,17.214,-1.3419999999999999,3.0580000000000007,0.408,5.208,-1.208,8.022,-0.42,9.63,,,0.289,20.309,1.416,11.496,-0.07,14.85,,,0.217,18.447,,
64,1855,5,-0.17800000000000002,29.262,0.081,29.181,0.096,25.136,,,0.773,12.722999999999999,1.808,18.048,-2.323,9.277,,,0.525,19.244999999999997,-0.59,11.32,2.633,14.593,-0.597,14.373000000000001,-1.17,13.42,,,-0.136,17.744,-0.601,15.419,0.748,20.708000000000002,,,0.10300000000000001,16.493000000000002,,
65,1855,6,-0.565,27.994999999999997,-0.08900000000000001,28.261000000000003,-0.7759999999999999,26.954,,,-1.381,16.279,0.45799999999999996,20.727999999999998,-0.696,14.044,,,-0.8059999999999999,17.494,-1.5419999999999998,15.668000000000001,1.9080000000000001,18.068,-1.2830000000000001,18.627,-0.794,17.976,,,0.284,16.913999999999998,0.528,20.418,0.006999999999999999,24.437,,,-0.508,14.532,,
66,1855,7,-0.45299999999999996,27.537,0.107,27.287,-0.561,27.799,,,0.051,21.950999999999997,-0.382,22.208,0.5870000000000001,17.097,,,-1.555,15.815000000000001,0.358,20.068,0.6509999999999999,18.411,0.162,22.712,-0.131,21.419,,,-0.04,16.35,0.6579999999999999,24.148,0.138,28.748,,,-0.557,13.443,,
67,1855,8,-0.382,27.468,-0.209,26.621,-1.249,26.881,,,-0.816,21.644000000000002,-1.2690000000000001,21.391,0.47700000000000004,16.757,,,-1.633,15.887,-2.344,15.946,-0.8079999999999999,15.442,-1.6380000000000001,20.022,-0.379,20.950999999999997,,,-0.053,17.637,-1.0270000000000001,23.433,-0.777,27.543,,,-0.315,14.025,,
68,1855,9,-0.821,26.849,-0.534,26.646,-1.621,24.509,,,0.812,19.742,-2.949,16.411,-0.22699999999999998,13.802999999999999,,,-1.716,15.214,-1.145,12.385,-1.8,8.969999999999999,-0.45799999999999996,17.122,-0.446,17.404,,,-0.9620000000000001,17.948,0.212,20.102,-0.297,23.493,,,-0.196,15.044,,
69,1855,10,-1.778,25.302,-1.1640000000000001,26.985999999999997,-0.978,22.412,,,-3.168,10.102,0.442,15.672,-0.239,10.251,,,-2.0340000000000003,13.475999999999999,-1.061,6.349,1.212,5.582,-1.446,9.844,2.126,14.836,,,-0.308,19.642,-0.695,12.785,-0.5379999999999999,17.502,,,0.191,16.471,,
70,1855,11,-1.1440000000000001,24.886000000000003,-0.878,26.802,-0.242,18.808,,,0.111,7.2509999999999994,-0.098,11.552,-1.756,4.654,,,-0.752,13.347999999999999,-1.781,-1.041,-1.141,-3.0010000000000003,-0.32899999999999996,5.211,0.248,8.478,,,-0.261,20.739,-1.5219999999999998,4.888,-0.995,11.465000000000002,,,0.055,17.565,,
71,1855,12,-1.3840000000000001,23.336,-1.344,24.656,-0.332,14.248,,,-1.6769999999999998,-0.1569999999999998,-1.959,5.670999999999999,-2.908,1.432,,,-0.935,11.754999999999999,0.256,-7.994,-6.96,-13.61,0.204,-0.636,-3.19,1.3599999999999999,,,-1.59,20.4,0.369,-0.401,0.634,6.854,,,-0.61,18.060000000000002,,
72,1856,1,-0.318,24.721999999999998,-0.131,24.239,-0.33799999999999997,12.782,,,-5.072,-6.4719999999999995,1.224,6.574,0.08199999999999999,3.352,,,-3.2430000000000003,9.126999999999999,-3.947,-15.447,4.396,-5.994000000000001,-4.4319999999999995,-7.622,2.02,5.37,,,-1.401,21.459,-1.185,-5.045,-2.755,0.6350000000000002,,,0.057999999999999996,19.448,-0.42200000000000004,1.108
73,1856,2,-1.082,25.948,-0.607,23.803,-1.6540000000000001,13.116,,,-4.012,-4.101999999999999,-0.774,5.266,1.444,5.093999999999999,,,-1.66,12.01,-2.609,-12.869,-1.054,-10.334,-3.8169999999999997,-5.897,0.687,5.4270000000000005,,,-1.609,21.470999999999997,-3.2260000000000004,-4.916,-1.995,2.825,,,-0.095,19.695,-2.175,0.2450000000000001
